642 320 6 1
1 -0.52573111211913359 0.85065080835203999 0 1
2 0.52573111211913359 0.85065080835203999 0 1
3 -0.52573111211913359 -0.85065080835203999 0 1
4 0.52573111211913359 -0.85065080835203999 0 1
5 0 -0.52573111211913359 0.85065080835203999 1
6 0 0.52573111211913359 0.85065080835203999 1
7 0 -0.52573111211913359 -0.85065080835203999 1
8 0 0.52573111211913359 -0.85065080835203999 1
9 0.85065080835203999 0 -0.52573111211913359 1
10 0.85065080835203999 0 0.52573111211913359 1
11 -0.85065080835203999 0 -0.52573111211913359 1
12 -0.85065080835203999 0 0.52573111211913359 1
13 -0.80901699437494745 0.50000000000000011 0.30901699437494745 1
14 -0.5 0.3090169943749474 0.80901699437494734 1
15 -0.3090169943749474 0.80901699437494734 0.5 1
16 0.3090169943749474 0.80901699437494734 0.5 1
17 0 1 0 1
18 0.3090169943749474 0.80901699437494734 -0.5 1
19 -0.3090169943749474 0.80901699437494734 -0.5 1
20 -0.5 0.3090169943749474 -0.80901699437494734 1
21 -0.80901699437494745 0.50000000000000011 -0.30901699437494745 1
22 -1 0 0 1
23 0.5 0.3090169943749474 0.80901699437494734 1
24 0.80901699437494745 0.50000000000000011 0.30901699437494745 1
25 -0.5 -0.3090169943749474 0.80901699437494734 1
26 0 0 1 1
27 -0.80901699437494745 -0.50000000000000011 -0.30901699437494745 1
28 -0.80901699437494745 -0.50000000000000011 0.30901699437494745 1
29 0 0 -1 1
30 -0.5 -0.3090169943749474 -0.80901699437494734 1
31 0.80901699437494745 0.50000000000000011 -0.30901699437494745 1
32 0.5 0.3090169943749474 -0.80901699437494734 1
33 0.80901699437494745 -0.50000000000000011 0.30901699437494745 1
34 0.5 -0.3090169943749474 0.80901699437494734 1
35 0.3090169943749474 -0.80901699437494734 0.5 1
36 -0.3090169943749474 -0.80901699437494734 0.5 1
37 0 -1 0 1
38 -0.3090169943749474 -0.80901699437494734 -0.5 1
39 0.3090169943749474 -0.80901699437494734 -0.5 1
40 0.5 -0.3090169943749474 -0.80901699437494734 1
41 0.80901699437494745 -0.50000000000000011 -0.30901699437494745 1
42 1 0 0 1
43 -0.69378047756044914 0.70204644477616307 0.16062203564002314 1
44 -0.58778525229247314 0.68819096023558668 0.42532540417601994 1
45 -0.43388856455269476 0.86266848041618616 0.25989191300775438 1
46 -0.70204644477616307 0.16062203564002314 0.69378047756044925 1
47 -0.68819096023558679 0.42532540417601999 0.58778525229247314 1
48 -0.86266848041618616 0.25989191300775444 0.43388856455269481 1
49 -0.16062203564002314 0.69378047756044925 0.70204644477616307 1
50 -0.42532540417601999 0.58778525229247303 0.68819096023558679 1
51 -0.25989191300775438 0.43388856455269476 0.86266848041618616 1
52 -0.16245984811645314 0.95105651629515364 0.2628655560595668 1
